===== git status =====
COMMAND: git status --short --branch
START: 2026-04-21T06:15:32Z
## HEAD (no branch)
?? docs/audit-remediation/20260421-phase-0-command-log.txt
EXIT: 0
END: 2026-04-21T06:15:32Z

===== git rev-parse HEAD =====
COMMAND: git rev-parse HEAD
START: 2026-04-21T06:15:32Z
2ffe1c499710cf7bc684927f8f17bd7574ee32d2
EXIT: 0
END: 2026-04-21T06:15:32Z

===== dependency availability =====
COMMAND: bash -lc printf "web_node_modules="; test -d web/node_modules && echo present || echo missing; printf "root_node_modules="; test -d node_modules && echo present || echo missing; printf "backend_venv_test="; test -x backend/.venv-test/bin/python && echo present || echo missing; printf "pnpm="; command -v pnpm || true; pnpm --version 2>/dev/null || true; printf "node="; node --version 2>/dev/null || true; printf "python3="; python3 --version 2>/dev/null || true; printf "uv="; command -v uv || true
START: 2026-04-21T06:15:32Z
web_node_modules=missing
root_node_modules=missing
backend_venv_test=missing
pnpm=/Users/zhaozengqing/.volta/bin/pnpm
10.20.0
node=v22.14.0
python3=Python 3.9.6
uv=/Users/zhaozengqing/.local/bin/uv
EXIT: 0
END: 2026-04-21T06:15:33Z

===== git diff --check =====
COMMAND: git diff --check
START: 2026-04-21T06:15:33Z
EXIT: 0
END: 2026-04-21T06:15:33Z

===== web typecheck =====
COMMAND: pnpm --dir web exec tsc --noEmit --pretty false
START: 2026-04-21T06:15:33Z
next.config.ts(1,33): error TS2307: Cannot find module 'next' or its corresponding type declarations.
src/app/admin/users/[id]/page.tsx(997,61): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(999,53): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1000,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1001,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1002,53): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1003,57): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1005,57): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1007,61): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1008,65): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1008,102): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1009,65): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1009,100): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1010,61): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1013,61): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1014,65): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1016,65): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1017,65): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1018,107): error TS7006: Parameter 'change' implicitly has an 'any' type.
src/app/admin/users/[id]/page.tsx(1027,65): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1028,103): error TS7006: Parameter 'change' implicitly has an 'any' type.
src/app/admin/users/[id]/page.tsx(1029,69): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1037,69): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1039,61): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1041,53): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1042,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1043,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1045,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1046,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1047,53): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1053,53): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1054,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1055,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1063,57): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1063,108): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1065,49): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1066,45): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1069,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1070,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1071,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1074,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1082,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1086,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1088,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/[id]/page.tsx(1091,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(1,41): error TS2307: Cannot find module '@testing-library/react' or its corresponding type declarations.
src/app/admin/users/page.test.tsx(2,32): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/app/admin/users/page.test.tsx(3,54): error TS2307: Cannot find module 'vitest' or its corresponding type declarations.
src/app/admin/users/page.test.tsx(35,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(35,9): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/app/admin/users/page.test.tsx(35,34): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(53,56): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(53,71): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(55,63): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(55,78): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(56,62): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(56,77): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(57,61): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(57,76): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(58,67): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(58,82): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(59,62): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(59,77): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(66,64): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(66,79): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(71,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(72,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(72,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.test.tsx(74,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(4,18): error TS2307: Cannot find module 'next/link' or its corresponding type declarations.
src/app/admin/users/page.tsx(5,50): error TS2307: Cannot find module 'react' or its corresponding type declarations.
src/app/admin/users/page.tsx(6,27): error TS2307: Cannot find module 'next/navigation' or its corresponding type declarations.
src/app/admin/users/page.tsx(21,143): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
src/app/admin/users/page.tsx(210,26): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(214,22): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(214,39): error TS7006: Parameter 'u' implicitly has an 'any' type.
src/app/admin/users/page.tsx(242,22): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(242,39): error TS7006: Parameter 'u' implicitly has an 'any' type.
src/app/admin/users/page.tsx(256,26): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(260,22): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(260,42): error TS7006: Parameter 'u' implicitly has an 'any' type.
src/app/admin/users/page.tsx(324,16): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(324,16): error TS2875: This JSX tag requires the module path 'react/jsx-runtime' to exist, but none could be found. Make sure you have types for the appropriate package installed.
src/app/admin/users/page.tsx(324,70): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(328,9): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(332,58): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(341,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(342,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(343,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(343,91): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(344,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(344,82): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(345,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(346,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(359,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(360,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(367,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(367,82): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(368,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(368,86): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(369,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(370,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(377,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(377,83): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(378,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(378,86): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(379,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(380,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(406,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(408,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(410,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(412,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(413,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(414,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(414,108): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(415,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(419,56): error TS7006: Parameter 'e' implicitly has an 'any' type.
src/app/admin/users/page.tsx(419,76): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(421,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(422,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(423,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(423,105): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(424,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(428,56): error TS7006: Parameter 'e' implicitly has an 'any' type.
src/app/admin/users/page.tsx(428,76): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(430,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(431,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(432,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(433,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(433,105): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(434,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(436,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(441,56): error TS7006: Parameter 'e' implicitly has an 'any' type.
src/app/admin/users/page.tsx(441,76): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(443,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(444,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(445,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(446,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(446,105): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(447,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(452,52): error TS7006: Parameter 'e' implicitly has an 'any' type.
src/app/admin/users/page.tsx(452,72): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(454,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(454,89): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(455,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(456,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(457,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(457,101): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(458,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(461,52): error TS7006: Parameter 'e' implicitly has an 'any' type.
src/app/admin/users/page.tsx(461,72): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(463,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(463,62): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(464,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(464,64): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(465,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(465,64): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(466,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(466,64): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(467,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(467,64): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(468,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(468,66): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(469,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(470,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(471,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(472,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(472,103): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(473,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(474,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(479,74): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(481,45): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(481,84): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(482,45): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(482,87): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(483,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(484,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(489,74): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(491,45): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(491,84): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(492,45): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(492,87): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(493,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(494,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(499,74): error TS7006: Parameter 'prev' implicitly has an 'any' type.
src/app/admin/users/page.tsx(501,45): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(501,83): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(502,45): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(502,87): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(503,41): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(504,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(505,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(506,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(520,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(521,13): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(524,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(525,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(526,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(526,89): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(527,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(529,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(530,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(535,17): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(538,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(540,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(542,21): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(543,25): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(544,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(545,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(546,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(546,92): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(547,37): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(547,101): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(548,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(549,33): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(549,125): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
src/app/admin/users/page.tsx(550,29): error TS7026: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.
